fighter,stance,win_loss_ratio,average_rounds,average_time_seconds,most_common_method,height_inches,weight_lbs,height_meters,weight_kg
Hyun Gyu Lim,Orthodox,0.75,2.142857142857143,208.0,KO/TKO Knee,75.0,170.0,1.91,77.11
Juliana Lima,Orthodox,0.75,2.857142857142857,264.0,U-DEC,65.0,115.0,1.65,52.16
Dhiego Lima,Orthodox,0.5714285714285714,2.090909090909091,192.0,U-DEC,74.0,170.0,1.88,77.11
Douglas Lima,,,,,None,73.0,170.0,1.85,77.11
Mabelly Lima,Orthodox,0.0,3.0,300.0,U-DEC,62.0,135.0,1.57,61.23
Miguel Linares,,0.0,2.0,154.0,KO/TKO Punches,,,,
Matt Lindland,Southpaw,1.375,2.1052631578947367,203.0,KO/TKO Punches,72.0,185.0,1.83,83.91
Jake Lindsey,Switch,0.0,2.0,158.0,SUB Inverted Triangle,71.0,155.0,1.8,70.31
John Lineker,Orthodox,3.0,2.5625,237.0,U-DEC,63.0,135.0,1.6,61.23
Austin Lingo,Orthodox,0.6666666666666666,2.8,290.0,U-DEC,70.0,145.0,1.78,65.77
Lucio Linhares,Orthodox,0.0,2.0,184.0,SUB Heel Hook,74.0,185.0,1.88,83.91
Philipe Lins,Orthodox,2.0,2.3333333333333335,235.0,U-DEC,74.0,240.0,1.88,108.86
Ariane Lipski,Orthodox,,,,None,66.0,125.0,1.68,56.7
Dean Lister,Orthodox,1.25,2.2222222222222223,262.0,U-DEC,73.0,185.0,1.85,83.91
Wesley Little,,0.0,3.0,300.0,U-DEC,76.0,205.0,1.93,92.99
Abner Lloveras,,0.0,3.0,300.0,U-DEC,71.0,155.0,1.8,70.31
Brian Lo-A-Njoe,Orthodox,0.0,1.0,93.0,SUB Armbar,67.0,155.0,1.7,70.31
John Lober,Orthodox,0.0,1.0,460.0,SUB Neck Crank,71.0,199.0,1.8,90.26
Artem Lobov,Southpaw,0.4,3.2857142857142856,300.0,U-DEC,69.0,145.0,1.75,65.77
Dylan Lockard,Orthodox,0.0,3.0,179.0,SUB Arm Triangle,69.0,145.0,1.75,65.77
Sean Loeffler,Orthodox,,,,None,75.0,185.0,1.91,83.91
Christian Lohsen,Southpaw,0.0,3.0,300.0,U-DEC,74.0,155.0,1.88,70.31
David Loiseau,Orthodox,0.8,2.4444444444444446,263.0,U-DEC,72.0,185.0,1.83,83.91
Hector Lombard,Southpaw,0.3,2.5384615384615383,254.0,U-DEC,69.0,185.0,1.75,83.91
Michael Lombardo,Orthodox,1.0,3.0,300.0,U-DEC,72.0,170.0,1.83,77.11
Rocky Long,,0.0,3.0,180.0,U-DEC,,145.0,,65.77
Thomas Longacre,Orthodox,,3.0,300.0,U-DEC,69.0,145.0,1.75,65.77
Loma Lookboonmee,Orthodox,3.0,2.875,268.0,U-DEC,61.0,115.0,1.55,52.16
Ange Loosa,Orthodox,1.0,3.5,315.0,U-DEC,70.0,170.0,1.78,77.11
Lucas Lopes,,2.0,1.3333333333333333,125.0,SUB Guillotine Choke,74.0,185.0,1.88,83.91
Dileno Lopes,,0.0,3.0,300.0,S-DEC,65.0,135.0,1.65,61.23
Diego Lopes,Orthodox,1.5,1.8,117.0,KO/TKO Punches,71.0,145.0,1.8,65.77
Ivan Lopez,Southpaw,0.0,3.0,204.0,U-DEC,66.0,135.0,1.68,61.23
Steve Lopez,Orthodox,0.0,2.5,174.0,S-DEC,71.0,155.0,1.8,70.31
Federico Lopez,Orthodox,0.0,1.0,101.0,KO/TKO Punch,64.0,139.0,1.63,63.05
Jorge Lopez,Orthodox,0.0,3.0,300.0,S-DEC,70.0,170.0,1.78,77.11
Christopher Lopez,,,,,None,70.0,170.0,1.78,77.11
Matthew Lopez,Southpaw,0.5,2.5,228.0,KO/TKO Punches,67.0,135.0,1.7,61.23
Benito Lopez,Switch,1.5,2.2,276.0,U-DEC,70.0,135.0,1.78,61.23
Gustavo Lopez,Orthodox,0.5,3.3333333333333335,263.0,U-DEC,65.0,135.0,1.65,61.23
Brendan Loughnane,Switch,1.0,3.0,300.0,U-DEC,70.0,145.0,1.78,65.77
Nate Loughran,Orthodox,1.0,1.5,280.0,SUB Triangle Choke,74.0,185.0,1.88,83.91
Rashard Lovelace,,,,,None,,155.0,,70.31
Ian Loveland,Orthodox,0.5,3.0,300.0,U-DEC,68.0,145.0,1.73,65.77
Jakob Lovstad,Orthodox,0.0,1.0,70.0,KO/TKO Punches,75.0,205.0,1.91,92.99
Waylon Lowe,Southpaw,1.0,2.5,238.0,SUB Guillotine Choke,67.0,145.0,1.7,65.77
Brandon Lowe,,,,,None,,155.0,,70.31
Joe Lowry,Orthodox,0.0,2.0,236.0,KO/TKO Elbows,71.0,155.0,1.8,70.31
Robert Lucarelli,,0.0,1.0,170.0,KO/TKO,74.0,245.0,1.88,111.13
Matt Lucas,,0.0,3.0,300.0,M-DEC,73.0,205.0,1.85,92.99
Cleber Luciano,,,,,None,66.0,155.0,1.68,70.31
Duane Ludwig,Orthodox,0.7,1.6470588235294117,189.0,KO/TKO,70.0,170.0,1.78,77.11
Mike Lullo,Orthodox,0.0,3.0,163.0,KO/TKO Kicks,68.0,145.0,1.73,65.77
Dalcha Lungiambula,Orthodox,0.4,2.4285714285714284,171.0,U-DEC,68.0,185.0,1.73,83.91
Alexandru Lungu,Orthodox,0.0,1.0,133.0,KO/TKO Punches,72.0,385.0,1.83,174.63
Vicente Luque,Orthodox,,,,None,71.0,170.0,1.8,77.11
Thaddeus Luster,,0.0,1.0,292.0,SUB Keylock,75.0,210.0,1.91,95.25
Travis Lutter,Orthodox,0.5,2.0,162.0,SUB Triangle Choke,71.0,185.0,1.8,83.91
Tucker Lutz,Orthodox,1.0,2.8333333333333335,278.0,U-DEC,68.0,145.0,1.73,65.77
Lv Zhenhong,Switch,,,,None,68.0,145.0,1.73,65.77
Stevie Lynch,Orthodox,0.0,1.0,170.0,SUB Anaconda Choke,70.0,170.0,1.78,77.11
Adam Lynn,Orthodox,0.0,2.0,292.0,KO/TKO Punches,70.0,155.0,1.78,70.31
Chris Lytle,Orthodox,1.2,2.3636363636363638,231.0,U-DEC,71.0,170.0,1.8,77.11
Dong Hyun Ma,Orthodox,,,,None,71.0,155.0,1.8,70.31
William Macario,Orthodox,0.3333333333333333,2.25,234.0,SUB Arm Triangle,71.0,170.0,1.8,77.11
Jason MacDonald,Orthodox,0.75,1.6428571428571428,166.0,KO/TKO,75.0,185.0,1.91,83.91
Rob MacDonald,Orthodox,0.5,1.0,167.0,SUB Kimura,75.0,205.0,1.91,92.99
Rory MacDonald,Orthodox,2.25,2.923076923076923,244.0,U-DEC,72.0,170.0,1.83,77.11
Ryan MacDonald,Switch,0.0,2.0,291.0,KO/TKO Punch,71.0,135.0,1.8,61.23
Veronica Macedo,Southpaw,1.0,2.625,242.0,U-DEC,64.0,125.0,1.63,56.7
Clayton MacFarlane,,,,,None,,170.0,,77.11
Ilima Macfarlane,,,,,None,64.0,125.0,1.63,56.7
Valesca Machado,Orthodox,0.0,3.0,300.0,U-DEC,64.0,115.0,1.63,52.16
Lyoto Machida,Southpaw,3.0,2.5625,228.0,U-DEC,73.0,185.0,1.85,83.91
War Machine,Orthodox,1.0,2.0,88.0,SUB Anaconda Choke,71.0,170.0,1.8,77.11
Anthony Macias,Switch,0.3333333333333333,1.25,112.0,SUB Guillotine Choke,69.0,185.0,1.75,83.91
Pauline Macias,Southpaw,0.0,3.0,300.0,U-DEC,64.0,115.0,1.63,52.16
Reza Madadi,Orthodox,,,,None,71.0,155.0,1.8,70.31
Don Madge,Southpaw,,2.5,157.0,KO/TKO Kick,72.0,155.0,1.83,70.31
Ryan Madigan,Orthodox,0.0,1.0,215.0,KO/TKO Elbows,72.0,170.0,1.83,77.11
Jon Madsen,Orthodox,4.0,2.4,261.0,U-DEC,72.0,240.0,1.83,108.86
Mark Madsen,Orthodox,2.0,2.3333333333333335,229.0,U-DEC,68.0,155.0,1.73,70.31
Yoshiro Maeda,Southpaw,0.3333333333333333,1.5,210.0,SUB Guillotine Choke,67.0,139.0,1.7,63.05
Leonardo Mafra,Orthodox,0.3333333333333333,2.25,155.0,SUB Arm Triangle,70.0,155.0,1.78,70.31
Vinny Magalhaes,Orthodox,0.25,2.0,165.0,KO/TKO Punch,75.0,205.0,1.91,92.99
Vinicius Magalhaes,,,3.0,180.0,U-DEC,,145.0,,65.77
Caio Magalhaes,Orthodox,1.3333333333333333,2.0,188.0,KO/TKO Punch,73.0,185.0,1.85,83.91
Bernardo Magalhaes,Orthodox,0.0,3.0,300.0,S-DEC,69.0,155.0,1.75,70.31
Eric Magana,,,2.0,180.0,KO/TKO,,,,
Brandon Magana,Orthodox,,3.0,180.0,S-DEC,,170.0,,77.11
Angela Magana,Orthodox,0.0,2.6666666666666665,244.0,KO/TKO Punches,61.0,115.0,1.55,52.16
Neil Magny,Orthodox,,,,None,75.0,170.0,1.91,77.11
Ibragim Magomedov,Orthodox,0.0,1.0,233.0,KO/TKO Kick,72.0,250.0,1.83,113.4
Rashid Magomedov,Orthodox,5.0,3.0,299.0,U-DEC,69.0,155.0,1.75,70.31
Ruslan Magomedov,Orthodox,,3.0,300.0,U-DEC,75.0,242.0,1.91,109.77
Abus Magomedov,,1.0,2.25,219.0,KO/TKO Punches,74.0,185.0,1.88,83.91
Zabit Magomedsharipov,Orthodox,,2.6666666666666665,276.0,U-DEC,73.0,145.0,1.85,65.77
John Maguire,Southpaw,0.6666666666666666,2.8,296.0,U-DEC,69.0,155.0,1.75,70.31
Lolohea Mahe,,0.0,1.5,218.0,KO/TKO Knee,,,,
Michelle Maher,,,3.0,180.0,U-DEC,,145.0,,65.77
Maheshate,Orthodox,1.5,2.4,226.0,KO/TKO Punch,72.0,155.0,1.83,70.31
Bill Mahood,Orthodox,0.0,1.0,78.0,KO/TKO Punch,75.0,200.0,1.91,90.72
Klayton Mai,,,,,None,69.0,125.0,1.75,56.7
Demian Maia,Southpaw,2.0,2.696969696969697,235.0,U-DEC,73.0,170.0,1.85,77.11
Jennifer Maia,Orthodox,,,,None,64.0,125.0,1.63,56.7
Levan Makashvili,Orthodox,1.0,4.5,450.0,S-DEC,68.0,145.0,1.73,65.77
John Makdessi,Orthodox,1.2222222222222223,2.55,263.0,U-DEC,68.0,155.0,1.73,70.31
Islam Makhachev,Southpaw,,,,None,70.0,155.0,1.78,70.31
Aliev Makhmud,Southpaw,0.0,1.0,429.0,KO/TKO,66.0,195.0,1.68,88.45
Zach Makovsky,Southpaw,0.75,3.0,300.0,U-DEC,64.0,125.0,1.63,56.7
Jeremy Malaterre,,0.0,3.0,300.0,U-DEC,71.0,155.0,1.8,70.31
Fabio Maldonado,Orthodox,0.8333333333333334,2.6363636363636362,248.0,U-DEC,73.0,205.0,1.85,92.99
Marvin Maldonado,,,,,None,66.0,135.0,1.68,61.23
Bea Malecki,Orthodox,2.0,2.0,237.0,KO/TKO Punch,69.0,135.0,1.75,61.23
Nazareno Malegarie,,0.0,3.0,300.0,S-DEC,68.0,155.0,1.73,70.31
Carl Malenko,Orthodox,0.5,2.0,485.0,U-DEC,71.0,200.0,1.8,90.72
Jacob Malkoun,Orthodox,1.3333333333333333,2.2857142857142856,216.0,U-DEC,69.0,185.0,1.75,83.91
Mike Malott,Orthodox,4.0,1.6,173.0,SUB Guillotine Choke,73.0,170.0,1.85,77.11
Troy Mandaloniz,Orthodox,1.0,2.0,280.0,KO/TKO Punch,69.0,170.0,1.75,77.11
Nate Maness,Orthodox,2.5,2.142857142857143,227.0,U-DEC,70.0,135.0,1.78,61.23
Michael Mangan,,,,,None,,155.0,,70.31
Gary Mangat,,,,,None,67.0,135.0,1.7,61.23
Melvin Manhoef,Orthodox,0.8333333333333334,1.0,160.0,KO/TKO Punches,69.0,185.0,1.75,83.91
Melchor Manibusan,Southpaw,0.0,1.0,228.0,KO/TKO,65.0,154.0,1.65,69.85
Jon Manley,Orthodox,0.0,3.0,300.0,U-DEC,73.0,170.0,1.85,77.11
Steve Mann,,,,,None,73.0,170.0,1.85,77.11
Chris Manuel,Orthodox,,,,S-DEC,69.0,135.0,1.75,61.23
Jimi Manuwa,Orthodox,1.0,1.8333333333333333,171.0,KO/TKO Punch,73.0,205.0,1.85,92.99
Cristiano Marcello,Orthodox,0.25,2.6,274.0,U-DEC,69.0,155.0,1.75,70.31
Jose Maria,Orthodox,0.0,2.5,131.0,KO/TKO Punches,65.0,125.0,1.65,56.7
Marcos Mariano,Switch,0.0,2.0,297.0,SUB Kimura,73.0,155.0,1.85,70.31
Enrique Marin,,0.0,3.0,300.0,S-DEC,70.0,170.0,1.78,77.11
Ronny Markes,Orthodox,1.5,2.6,210.0,U-DEC,73.0,185.0,1.85,83.91
Rory Markham,Orthodox,0.5,1.0,111.0,KO/TKO Kick,72.0,170.0,1.83,77.11
Randa Markos,Orthodox,0.7,2.7058823529411766,306.0,U-DEC,64.0,115.0,1.63,52.16
Christina Marks,Orthodox,0.0,1.0,120.0,SUB Armbar,67.0,125.0,1.7,56.7
Nate Marquardt,Orthodox,1.0769230769230769,2.3333333333333335,224.0,U-DEC,72.0,185.0,1.83,83.91
Danilo Marques,Orthodox,1.0,2.25,197.0,KO/TKO Punches,78.0,205.0,1.98,92.99
Julian Marquez,Orthodox,1.0,2.0,182.0,KO/TKO Punch,74.0,185.0,1.88,83.91
Carmelo Marrero,Orthodox,0.6666666666666666,2.2,257.0,S-DEC,72.0,205.0,1.83,92.99
Cesar Marscucci,,,1.0,627.0,KO/TKO,,,,
John Marsh,Orthodox,0.0,2.5,450.0,U-DEC,72.0,265.0,1.83,120.2
CJ Marsh,,,,,None,,,,
Eliot Marshall,Orthodox,1.0,2.3333333333333335,237.0,S-DEC,74.0,205.0,1.88,92.99
Doug Marshall,Orthodox,4.0,1.2,89.0,KO/TKO Punches,70.0,205.0,1.78,92.99
David Marshall,,0.0,3.0,300.0,U-DEC,74.0,170.0,1.88,77.11
Jack Marshman,Orthodox,0.6,2.25,237.0,U-DEC,72.0,185.0,1.83,83.91
Terry Martin,Orthodox,0.6666666666666666,1.9,136.0,KO/TKO Punch,68.0,185.0,1.73,83.91
Eric Martin,,0.0,1.0,14.0,SUB Heel Hook,,,,
Justin Martin,,,1.0,14.0,SUB Heel Hook,72.0,185.0,1.83,83.91
Dave Martin,,0.0,3.0,180.0,S-DEC,72.0,205.0,1.83,92.99
Joe Martin,,0.0,3.0,300.0,U-DEC,69.0,170.0,1.75,77.11
Anthony Rocco Martin,Orthodox,1.5,2.7333333333333334,242.0,U-DEC,72.0,170.0,1.83,77.11
Mallory Martin,Orthodox,0.6666666666666666,2.2,193.0,SUB Rear Naked Choke,64.0,115.0,1.63,52.16
Michal Martinek,Southpaw,0.0,1.0,196.0,SUB Arm Triangle,74.0,230.0,1.88,104.33
Rainy Martinez,Orthodox,0.0,1.0,84.0,SUB Rear Naked Choke,72.0,199.0,1.83,90.26
Danny Martinez,Orthodox,0.25,3.0,300.0,U-DEC,66.0,125.0,1.68,56.7
Alonzo Martinez,,0.0,3.0,300.0,U-DEC,70.0,155.0,1.78,70.31
Henry Martinez,Southpaw,0.5,2.6666666666666665,259.0,S-DEC,67.0,155.0,1.7,70.31
Jonathan Martinez,Southpaw,2.5,2.7857142857142856,255.0,U-DEC,68.0,135.0,1.73,61.23
Poppies Martinez,,,1.5,142.0,SUB Guillotine Choke,69.0,145.0,1.75,65.77
Andrew Martinez,,,,,U-DEC,69.0,215.0,1.75,97.52
Mana Martinez,Orthodox,0.6666666666666666,2.6,268.0,S-DEC,70.0,135.0,1.78,61.23
Victor Martinez,Orthodox,0.5,1.6666666666666667,225.0,KO/TKO Knee,68.0,155.0,1.73,70.31
Roque Martinez,Orthodox,,,,None,70.0,250.0,1.78,113.4
Wagner da Conceicao Martins,Orthodox,0.3333333333333333,1.0,102.0,SUB Keylock,79.0,390.0,2.01,176.9
Adriano Martins,Southpaw,1.25,2.111111111111111,216.0,S-DEC,70.0,155.0,1.78,70.31
Lucas Martins,Southpaw,1.3333333333333333,2.2857142857142856,142.0,S-DEC,72.0,145.0,1.83,65.77
Max Martyniouk,,0.0,3.0,300.0,U-DEC,,155.0,,70.31
Bristol Marunde,Orthodox,0.0,2.3333333333333335,164.0,SUB Arm Triangle,73.0,170.0,1.85,77.11
Shoji Maruyama,Orthodox,0.0,2.0,300.0,U-DEC,67.0,139.0,1.7,63.05
Mike Massenzio,Southpaw,0.4,2.0,169.0,U-DEC,74.0,185.0,1.88,83.91
Jameel Massouh,Orthodox,0.0,3.0,300.0,U-DEC,70.0,145.0,1.78,65.77
Tiffany Masters,Orthodox,0.0,3.0,283.0,SUB Armbar,63.0,115.0,1.6,52.16
Jorge Masvidal,Orthodox,,,,None,71.0,170.0,1.8,77.11
Al Matavao,Orthodox,0.0,2.0,121.0,KO/TKO Kick,68.0,205.0,1.73,92.99
Tateki Matsuda,Orthodox,0.0,3.0,300.0,S-DEC,67.0,125.0,1.7,56.7
Daijiro Matsui,Orthodox,0.5,2.9166666666666665,408.0,U-DEC,69.0,200.0,1.75,90.72
Koichiro Matsumoto,,0.0,1.0,411.0,KO/TKO,67.0,145.0,1.7,65.77
Naoki Matsushita,Orthodox,,,,Other,66.0,155.0,1.68,70.31
AJ Matthews,,0.0,1.0,256.0,KO/TKO,71.0,185.0,1.8,83.91
Jake Matthews,Orthodox,1.8571428571428572,2.5,244.0,U-DEC,71.0,170.0,1.8,77.11
Claudio Mattos,Orthodox,0.0,1.0,17.0,SUB Injury,,185.0,,83.91
John Matua,Orthodox,0.0,1.0,20.0,KO/TKO Punches,74.0,400.0,1.88,181.44
Francesco Maturi,,0.0,1.0,326.0,KO/TKO,,,,
Vladimir Matyushenko,Orthodox,1.3333333333333333,2.0714285714285716,202.0,U-DEC,72.0,205.0,1.83,92.99
Miranda Maverick,Southpaw,2.0,2.6666666666666665,262.0,U-DEC,63.0,125.0,1.6,56.7
Nick Maximov,Southpaw,1.5,2.6,255.0,U-DEC,72.0,185.0,1.83,83.91
Elaina Maxwell,Orthodox,0.0,3.0,160.0,U-DEC,68.0,145.0,1.73,65.77
Jeremy May,,,,,None,73.0,185.0,1.85,83.91
Jack May,Switch,0.0,2.0,193.0,KO/TKO Punches,80.0,255.0,2.03,115.67
Don'Tale Mayes,Orthodox,1.2,2.8181818181818183,286.0,U-DEC,78.0,260.0,1.98,117.93
Gray Maynard,Orthodox,1.5714285714285714,3.111111111111111,257.0,U-DEC,69.0,155.0,1.75,70.31
Brooke Mayo,,,,,None,67.0,125.0,1.7,56.7
Gina Mazany,Southpaw,0.3333333333333333,2.0,192.0,KO/TKO Punches,66.0,125.0,1.68,56.7
Sabina Mazo,Orthodox,0.75,2.857142857142857,232.0,SUB Rear Naked Choke,67.0,125.0,1.7,56.7
Scott McAfee,Orthodox,0.0,1.0,135.0,SUB Guillotine Choke,68.0,155.0,1.73,70.31
Bobby McAndrews,Orthodox,0.0,1.0,117.0,SUB Kimura,,,,
Michael McBride,Orthodox,0.0,2.5,278.0,KO/TKO Punches,73.0,155.0,1.85,70.31
Ian McCall,Orthodox,0.6,3.125,321.0,U-DEC,65.0,125.0,1.65,56.7
Molly McCann,Orthodox,1.4,2.25,241.0,U-DEC,64.0,125.0,1.63,56.7
Charles McCarthy,Orthodox,0.5,1.3333333333333333,237.0,SUB Armbar,70.0,185.0,1.78,83.91
Sean McCorkle,Orthodox,0.5,1.3333333333333333,182.0,SUB Guillotine Choke,79.0,265.0,2.01,120.2
Kris McCray,Orthodox,0.0,2.0,220.0,S-DEC,72.0,170.0,1.83,77.11
Tamdan McCrory,Switch,0.8,2.0,218.0,SUB Triangle Choke,76.0,185.0,1.93,83.91
Rob McCullough,Orthodox,1.0,2.4,253.0,U-DEC,69.0,155.0,1.75,70.31
Justin McCully,Orthodox,1.0,2.5,254.0,U-DEC,73.0,225.0,1.85,102.06
Robert McDaniel,Southpaw,0.5,2.3333333333333335,247.0,SUB Triangle Choke,75.0,185.0,1.91,83.91
Michael McDonald,Orthodox,0.0,1.0,150.0,SUB Forearm Choke,71.0,205.0,1.8,92.99
Scott McDonald,,,,,None,,,,
Michael McDonald,Orthodox,2.3333333333333335,2.0,197.0,KO/TKO Punch,69.0,135.0,1.75,61.23
Josh McDonald,,,3.0,300.0,M-DEC,,185.0,,83.91
Miles McDonald,,,,,None,67.0,115.0,1.7,52.16
Justin McElfresh,Orthodox,0.0,1.0,91.0,KO/TKO Punches,78.0,205.0,1.98,92.99
Drew McFedries,Southpaw,0.8,1.1111111111111112,107.0,KO/TKO Punches,72.0,185.0,1.83,83.91
Liam McGeary,,,,,None,78.0,205.0,1.98,92.99
Gan McGee,Orthodox,0.5,1.5,263.0,KO/TKO,82.0,265.0,2.08,120.2
Court McGee,Orthodox,0.8333333333333334,2.6818181818181817,272.0,U-DEC,71.0,170.0,1.8,77.11
Ryan McGillivray,,0.0,3.0,300.0,U-DEC,71.0,170.0,1.8,77.11
Ryan McGivern,Orthodox,0.0,1.0,216.0,SUB Kneebar,72.0,185.0,1.83,83.91
Jack McGlaughlin,Orthodox,0.0,1.0,121.0,KO/TKO Punches,,,,
Conor McGregor,Southpaw,2.5,2.0,182.0,KO/TKO Punch,69.0,155.0,1.75,70.31
Greg McIntyre,Orthodox,0.0,2.0,230.0,SUB Triangle Choke,70.0,155.0,1.78,70.31
Antonio McKee,Southpaw,0.0,4.0,312.0,S-DEC,68.0,155.0,1.73,70.31
AJ McKee,,,,,None,70.0,145.0,1.78,65.77
Rhys McKee,Orthodox,0.0,2.5,272.0,U-DEC,74.0,170.0,1.88,77.11
Cory McKenna,Orthodox,2.0,2.5,226.0,U-DEC,63.0,115.0,1.6,52.16
Tim McKenzie,Orthodox,0.5,1.6666666666666667,91.0,SUB Guillotine Choke,72.0,185.0,1.83,83.91
Cody McKenzie,Switch,0.75,1.8571428571428572,205.0,SUB Guillotine Choke,72.0,155.0,1.83,70.31
Terrance McKinney,Switch,1.0,1.3,92.0,SUB Rear Naked Choke,70.0,155.0,1.78,70.31
Brian McLaughlin,,0.0,3.0,300.0,U-DEC,69.0,155.0,1.75,70.31
Jason McLean,,,3.0,300.0,U-DEC,65.0,145.0,1.65,65.77
Garreth McLellan,Southpaw,0.25,2.4,204.0,KO/TKO Kick,73.0,185.0,1.85,83.91
Sara McMann,Orthodox,,,,None,66.0,135.0,1.68,61.23
James McSweeney,Switch,0.5,2.3333333333333335,173.0,KO/TKO Punches,76.0,230.0,1.93,104.33
Charles McTorry,,,2.0,226.0,SUB Rear Naked Choke,,,,
Daniel McWilliams,,,1.0,125.0,SUB Rear Naked Choke,73.0,185.0,1.85,83.91
Tim Means,Orthodox,,,,None,74.0,170.0,1.88,77.11
Yancy Medeiros,Orthodox,1.0,2.125,220.0,U-DEC,70.0,155.0,1.78,70.31
Anistavio Medeiros,Orthodox,0.0,1.0,132.0,SUB Rear Naked Choke,66.0,145.0,1.68,65.77
Kaline Medeiros,,,,,None,63.0,115.0,1.6,52.16
Uros Medic,Southpaw,2.5,1.5714285714285714,170.0,KO/TKO Punches,73.0,155.0,1.85,70.31
Todd Medina,Southpaw,1.0,1.0,153.0,KO/TKO Punches,70.0,193.0,1.78,87.54
Jason Medina,,0.0,1.0,223.0,KO/TKO Elbows,69.0,180.0,1.75,81.65
Emil Meek,Switch,0.3333333333333333,3.0,300.0,U-DEC,71.0,170.0,1.8,77.11
Sanford Alton Meeks,Orthodox,0.0,1.0,255.0,KO/TKO Kick,77.0,265.0,1.96,120.2
Gerald Meerschaert,Southpaw,1.2222222222222223,2.05,183.0,SUB Rear Naked Choke,73.0,185.0,1.85,83.91
Frank Megallon,Southpaw,0.0,1.0,158.0,KO/TKO Punches,70.0,185.0,1.78,83.91
Derrick Mehmen,,1.0,3.0,300.0,U-DEC,76.0,205.0,1.93,92.99
Miika Mehmet,Orthodox,0.0,1.0,181.0,KO/TKO,,205.0,,92.99
Jordan Mein,Orthodox,1.4,2.5,221.0,U-DEC,72.0,170.0,1.83,77.11
Bryce Mejia,,,,,None,73.0,170.0,1.85,77.11
Brian Melancon,Orthodox,1.0,2.0,261.0,S-DEC,68.0,170.0,1.73,77.11
Brandon Melendez,Southpaw,0.0,2.0,129.0,SUB Triangle Choke,71.0,155.0,1.8,70.31
Gilbert Melendez,Orthodox,2.125,3.08,253.0,U-DEC,69.0,145.0,1.75,65.77
Marcelo Mello,Southpaw,,1.0,83.0,KO/TKO Elbows,67.0,170.0,1.7,77.11
Fabio Mello,Southpaw,0.0,1.0,487.0,KO/TKO Punches,65.0,155.0,1.65,70.31
Vanessa Melo,Orthodox,0.3333333333333333,3.0,300.0,U-DEC,65.0,135.0,1.65,61.23
Antonio Mendes,Southpaw,0.0,1.0,179.0,KO/TKO Punches,75.0,205.0,1.91,92.99
Chad Mendes,Orthodox,2.6,2.111111111111111,211.0,U-DEC,66.0,145.0,1.68,65.77
Augusto Mendes,Orthodox,0.5,2.3333333333333335,286.0,S-DEC,66.0,135.0,1.68,61.23
Eddie Mendez,,1.0,2.0,220.0,S-DEC,70.0,185.0,1.78,83.91
Luis Mendoza,,0.0,2.0,180.0,SUB Arm Triangle,,155.0,,70.31
Pietro Menga,Southpaw,,,,None,67.0,125.0,1.7,56.7
Alonzo Menifield,Orthodox,2.5,1.9285714285714286,218.0,U-DEC,72.0,205.0,1.83,92.99
Ivan Menjivar,Orthodox,0.5714285714285714,2.090909090909091,258.0,U-DEC,66.0,145.0,1.68,65.77
Dave Menne,Orthodox,0.4,2.5714285714285716,220.0,U-DEC,70.0,170.0,1.78,77.11
Steve Mensing,Orthodox,0.0,1.0,164.0,KO/TKO Punches,71.0,185.0,1.8,83.91
Buck Meredith,,0.0,1.0,247.0,SUB Rear Naked Choke,74.0,185.0,1.88,83.91
Adam Meredith,,,,,None,74.0,170.0,1.88,77.11
Joe Merritt,Orthodox,0.0,3.0,300.0,U-DEC,72.0,170.0,1.83,77.11
Jeremiah Metcalf,Orthodox,0.5,1.3333333333333333,122.0,SUB Rear Naked Choke,73.0,185.0,1.85,83.91
Jonathan Meunier,Switch,1.0,3.0,177.0,SUB Rear Naked Choke,75.0,170.0,1.91,77.11
Yaotzin Meza,Orthodox,0.5,3.0,297.0,U-DEC,69.0,145.0,1.75,65.77
Guy Mezger,Orthodox,1.1428571428571428,1.7333333333333334,298.0,KO/TKO Punches,73.0,200.0,1.85,90.72
Brandon Michaels,,0.0,1.0,105.0,SUB Rear Naked Choke,69.0,185.0,1.75,83.91
Andreas Michailidis,Orthodox,0.3333333333333333,2.25,229.0,U-DEC,72.0,185.0,1.83,83.91
David Michaud,Orthodox,0.5,3.0,231.0,S-DEC,69.0,155.0,1.75,70.31
Chris Mickle,Orthodox,0.0,1.0,99.0,KO/TKO Punches,69.0,145.0,1.75,65.77
Zachary Micklewright,Southpaw,0.5,2.0,128.0,KO/TKO Punch,72.0,155.0,1.83,70.31
Kristof Midoux,Orthodox,,,,None,73.0,220.0,1.85,99.79
Keith Mielke,,0.0,1.0,50.0,KO/TKO Punches,68.0,185.0,1.73,83.91
Chris Mierzwiak,,0.0,3.0,300.0,U-DEC,73.0,185.0,1.85,83.91
Gabriel Miglioli,,,,,None,68.0,170.0,1.73,77.11
Bojan Mihajlovic,Orthodox,0.0,2.0,123.0,KO/TKO Punches,71.0,205.0,1.8,92.99
Billy Miles,Orthodox,0.0,1.0,96.0,SUB Rear Naked Choke,70.0,170.0,1.78,77.11
Pat Miletich,Orthodox,4.0,2.1,191.0,S-DEC,70.0,170.0,1.78,77.11
Curtis Millender,Orthodox,1.5,2.4,262.0,U-DEC,74.0,170.0,1.88,77.11
Phillip Miller,Orthodox,,2.5,295.0,SUB Rear Naked Choke,71.0,185.0,1.8,83.91
Jason Miller,Orthodox,1.0,2.4,287.0,U-DEC,73.0,185.0,1.85,83.91
