fighter,stance,win_loss_ratio,average_rounds,average_time_seconds,most_common_method,height_inches,weight_lbs,height_meters,weight_kg
Jesse Strader,Orthodox,0.0,2.0,165.0,KO/TKO Punch,67.0,135.0,1.7,61.23
Gennaro Strangis,,0.0,3.0,180.0,U-DEC,,,,
Dave Strasser,Orthodox,0.5,1.6666666666666667,214.0,SUB Kimura,70.0,170.0,1.78,77.11
Daniel Straus,,,,,None,67.0,145.0,1.7,65.77
Gerald Strebendt,Orthodox,0.0,1.0,165.0,KO/TKO Punches,69.0,155.0,1.75,70.31
Sean Strickland,Orthodox,2.6666666666666665,3.227272727272727,270.0,U-DEC,73.0,185.0,1.85,83.91
Mark Striegl,Southpaw,0.0,1.5,86.0,KO/TKO Knee,68.0,135.0,1.73,61.23
Hans Stringer,Orthodox,0.5,2.0,200.0,S-DEC,75.0,205.0,1.91,92.99
Stefan Struve,Orthodox,,,,None,83.0,265.0,2.11,120.2
Josh Stuart,,0.0,1.0,75.0,KO/TKO,69.0,160.0,1.75,72.57
Mike Stumpf,,0.0,2.0,266.0,SUB Triangle Choke,70.0,170.0,1.78,77.11
Kyle Sturgeon,Switch,0.0,1.0,138.0,SUB Ankle Lock,75.0,225.0,1.91,102.06
Tatiana Suarez,Southpaw,,,,None,65.0,115.0,1.65,52.16
Masanori Suda,Orthodox,0.0,1.0,200.0,SUB Armbar,69.0,183.0,1.75,83.01
Genki Sudo,Orthodox,2.0,2.0,203.0,SUB Triangle Choke,69.0,155.0,1.75,70.31
Lucasz Sudolski,Orthodox,0.0,1.0,221.0,KO/TKO Punch,76.0,205.0,1.93,92.99
Daisuke Sugie,Orthodox,0.0,1.0,275.0,SUB Kneebar,66.0,160.0,1.68,72.57
Takashi Sugiura,Southpaw,1.0,2.0,227.0,S-DEC,71.0,225.0,1.8,102.06
Naho Sugiyuma,,0.0,2.0,140.0,SUB Triangle Choke,61.0,105.0,1.55,47.63
George Sullivan,Orthodox,0.75,2.142857142857143,220.0,U-DEC,72.0,170.0,1.83,77.11
Amar Suloev,Orthodox,0.5,1.6666666666666667,265.0,U-DEC,69.0,183.0,1.75,83.01
Magomed Sultanakhmedov,Southpaw,0.0,1.0,100.0,SUB Armbar,74.0,185.0,1.88,83.91
Justin Sumter,Southpaw,0.0,1.0,157.0,KO/TKO Elbows,74.0,185.0,1.88,83.91
Sumudaerji,Southpaw,1.0,2.0,212.0,U-DEC,68.0,125.0,1.73,56.7
Aji Susilo,,,,,None,70.0,155.0,1.78,70.31
Jason Suttie,Orthodox,0.0,1.0,145.0,SUB Armbar,72.0,210.0,1.83,95.25
Joel Sutton,Orthodox,,1.0,84.0,KO/TKO Punches,71.0,205.0,1.8,92.99
Chad Sutton,,0.0,3.0,180.0,M-DEC,73.0,185.0,1.85,83.91
Martin Svensson,,0.0,2.0,86.0,KO/TKO Punch,73.0,155.0,1.85,70.31
Daniel Swain,Orthodox,0.0,1.0,300.0,KO/TKO,69.0,145.0,1.75,65.77
Cub Swanson,Orthodox,1.5833333333333333,2.5483870967741935,229.0,U-DEC,68.0,145.0,1.73,65.77
Mike Swick,Orthodox,,,,None,73.0,170.0,1.85,77.11
Floyd Sword,Orthodox,0.0,1.0,230.0,SUB Arm Triangle,72.0,185.0,1.83,83.91
Bentley Syler,Orthodox,0.0,3.0,94.0,KO/TKO Punch,64.0,125.0,1.63,56.7
Kevin Syler,Switch,1.0,3.0,300.0,U-DEC,69.0,155.0,1.75,70.31
Leo Sylvest,Orthodox,0.0,1.0,73.0,KO/TKO Punches,71.0,205.0,1.8,92.99
Tony Sylvester,Southpaw,0.0,1.0,83.0,SUB Guillotine Choke,73.0,225.0,1.85,102.06
Tim Sylvia,Orthodox,1.8,2.357142857142857,184.0,U-DEC,80.0,265.0,2.03,120.2
Osamu Tachihikari,Orthodox,0.0,1.0,51.0,SUB Forearm Choke,77.0,300.0,1.96,136.08
Amber Tackett,,,,,None,,115.0,,52.16
Eugenio Tadeu,Orthodox,0.0,1.0,585.0,KO/TKO Punches,68.0,160.0,1.73,72.57
Justin Tafa,Southpaw,1.0,1.875,179.0,KO/TKO Punch,72.0,264.0,1.83,119.75
Junior Tafa,,0.5,2.0,152.0,KO/TKO Kick,,,,
Khalid Taha,Orthodox,0.25,2.8,260.0,U-DEC,65.0,135.0,1.65,61.23
Joe Taimanglo,,,,,None,64.0,135.0,1.63,61.23
Mairbek Taisumov,Orthodox,3.5,2.111111111111111,188.0,U-DEC,69.0,155.0,1.75,70.31
Nobuhiko Takada,Southpaw,0.3333333333333333,2.0,327.0,SUB Ankle Lock,72.0,220.0,1.83,99.79
Yoshiki Takahashi,Southpaw,0.3333333333333333,1.25,144.0,KO/TKO Punches,71.0,199.0,1.8,90.26
Yoko Takahashi,,0.0,3.0,180.0,U-DEC,68.0,150.0,1.73,68.04
Daiju Takase,Southpaw,0.6666666666666666,1.9,285.0,U-DEC,72.0,170.0,1.83,77.11
Hiroyuki Takaya,Orthodox,1.3333333333333333,2.2142857142857144,242.0,S-DEC,66.0,139.0,1.68,63.05
Yoshihiro Takayama,Orthodox,0.0,1.3333333333333333,246.0,KO/TKO Punches,77.0,280.0,1.96,127.01
Makoto Takimoto,Southpaw,1.3333333333333333,2.2857142857142856,310.0,U-DEC,67.0,205.0,1.7,92.99
Oleg Taktarov,Orthodox,2.0,1.3333333333333333,371.0,U-DEC,72.0,210.0,1.83,95.25
Nordine Taleb,Orthodox,1.4,2.25,244.0,U-DEC,73.0,170.0,1.85,77.11
Tsuyoshi Tamakairiki,Orthodox,0.0,1.0,18.0,KO/TKO Punches,72.0,220.0,1.83,99.79
Eli Tamez,,,,,None,67.0,135.0,1.7,61.23
Kiyoshi Tamura,Southpaw,1.75,1.4545454545454546,179.0,KO/TKO,71.0,185.0,1.8,83.91
Akitoshi Tamura,Orthodox,0.5,3.0,296.0,S-DEC,69.0,135.0,1.75,61.23
Issei Tamura,Orthodox,0.5,2.0,27.0,KO/TKO Punch,65.0,135.0,1.65,61.23
Jason Tan,Orthodox,0.0,2.0,50.0,KO/TKO Elbows,70.0,170.0,1.78,77.11
Akihito Tanaka,Southpaw,0.0,1.0,322.0,KO/TKO Punches,,,,
Michinori Tanaka,Orthodox,0.6666666666666666,3.0,300.0,U-DEC,65.0,135.0,1.65,61.23
Evan Tanner,Orthodox,1.8333333333333333,1.7058823529411764,221.0,KO/TKO,72.0,185.0,1.83,83.91
Manny Tapia,Orthodox,0.6666666666666666,2.6,256.0,KO/TKO Punches,65.0,135.0,1.65,61.23
Gary Tapusoa,,0.0,3.0,300.0,S-DEC,67.0,185.0,1.7,83.91
Miesha Tate,Orthodox,1.625,2.9523809523809526,216.0,U-DEC,66.0,135.0,1.68,61.23
Deividas Taurosevicius,Southpaw,2.0,3.0,300.0,S-DEC,69.0,145.0,1.75,65.77
Thiago Tavares,Orthodox,1.4285714285714286,2.235294117647059,227.0,U-DEC,67.0,145.0,1.7,65.77
Jeremy Tavares,,0.0,2.5,92.0,KO/TKO,,135.0,,61.23
Brad Tavares,Orthodox,1.6666666666666667,2.7083333333333335,256.0,U-DEC,73.0,185.0,1.85,83.91
Paul Taylor,Orthodox,0.8,2.6666666666666665,243.0,U-DEC,72.0,155.0,1.83,70.31
Jesse Taylor,Orthodox,0.6666666666666666,1.6,173.0,SUB Rear Naked Choke,72.0,170.0,1.83,77.11
Torrance Taylor,,0.0,1.0,201.0,SUB Rear Naked Choke,67.0,155.0,1.7,70.31
Louis Taylor,Orthodox,0.0,2.5,165.0,KO/TKO Punches,71.0,185.0,1.8,83.91
Anthony Taylor,,,,,None,67.0,145.0,1.7,65.77
Danielle Taylor,Orthodox,0.6666666666666666,3.0,300.0,U-DEC,60.0,115.0,1.52,52.16
J.T Taylor,,,1.0,227.0,SUB Armbar,70.0,,1.78,
James Te Huna,Orthodox,1.0,1.6,179.0,KO/TKO Punches,74.0,185.0,1.88,83.91
Shawn Teed,Orthodox,0.0,1.0,257.0,KO/TKO Punches,77.0,265.0,1.96,120.2
Glover Teixeira,Orthodox,2.375,2.4444444444444446,186.0,KO/TKO Punches,74.0,205.0,1.88,92.99
John Teixeira,Orthodox,0.0,3.0,300.0,S-DEC,67.0,145.0,1.7,65.77
Ewerton Teixeira,,,,,None,73.0,242.0,1.85,109.77
Tra Telligman,Orthodox,0.4,1.5714285714285714,345.0,U-DEC,74.0,233.0,1.88,105.69
Taneisha Tennant,Orthodox,0.0,3.0,300.0,U-DEC,67.0,145.0,1.7,65.77
Herman Terrado,,,2.0,250.0,SUB Armbar,,170.0,,77.11
Dave Terrel,Southpaw,2.0,2.0,157.0,KO/TKO Punches,68.0,170.0,1.73,77.11
David Terrell,Southpaw,2.0,1.0,162.0,KO/TKO Punches,73.0,185.0,1.85,83.91
James Terry,Orthodox,1.5,2.2,256.0,U-DEC,70.0,170.0,1.78,77.11
Jeff Terry,,0.0,1.0,110.0,KO/TKO Punches,74.0,205.0,1.88,92.99
David Teymur,Southpaw,5.0,2.5,187.0,U-DEC,69.0,155.0,1.75,70.31
Daniel Teymur,Orthodox,0.25,2.4,223.0,SUB Rear Naked Choke,65.0,145.0,1.65,65.77
Motonobu Tezuka,Southpaw,0.0,3.0,300.0,S-DEC,67.0,135.0,1.7,61.23
Jason Thacker,Orthodox,0.0,1.0,95.0,KO/TKO Punches,70.0,185.0,1.78,83.91
Brandon Thatch,Switch,0.4,2.0,189.0,SUB Rear Naked Choke,74.0,170.0,1.88,77.11
Elias Theodorou,Orthodox,2.6666666666666665,2.8181818181818183,293.0,U-DEC,73.0,185.0,1.85,83.91
Nik Theotikos,Orthodox,2.0,1.0,90.0,KO/TKO,,185.0,,83.91
Paulo Thiago,Orthodox,,,,None,71.0,170.0,1.8,77.11
Din Thomas,Orthodox,1.25,2.3333333333333335,254.0,U-DEC,69.0,155.0,1.75,70.31
Ryan Thomas,Orthodox,0.0,2.0,102.0,SUB Armbar,72.0,170.0,1.83,77.11
Noah Thomas,Orthodox,0.0,1.5,192.0,KO/TKO Elbows,69.0,135.0,1.75,61.23
Joel Thomas ,,0.0,3.0,300.0,U-DEC,70.0,170.0,1.78,77.11
Treston Thomison,,,,,None,68.0,145.0,1.73,65.77
Nick Thompson,Orthodox,0.3333333333333333,1.75,201.0,KO/TKO Punches,73.0,170.0,1.85,77.11
James Thompson,Orthodox,0.8333333333333334,1.2727272727272727,198.0,KO/TKO Punches,77.0,265.0,1.96,120.2
Oli Thompson,Orthodox,0.0,2.0,244.0,KO/TKO Punches,73.0,242.0,1.85,109.77
Stephen Thompson,Orthodox,1.7142857142857142,3.1578947368421053,291.0,U-DEC,72.0,170.0,1.83,77.11
Josh Thomson,Orthodox,1.875,2.8260869565217392,262.0,U-DEC,70.0,155.0,1.78,70.31
Simeon Thoresen,Orthodox,0.5,2.0,235.0,KO/TKO Punch,73.0,170.0,1.85,77.11
Josh Thornburg,,0.0,2.0,289.0,KO/TKO Punch,72.0,170.0,1.83,77.11
Gleison Tibau,Southpaw,1.3333333333333333,2.392857142857143,244.0,U-DEC,70.0,155.0,1.78,70.31
Chris Tickle,,0.0,3.0,300.0,U-DEC,69.0,155.0,1.75,70.31
Nolan Ticman,Orthodox,0.0,3.0,300.0,S-DEC,66.0,125.0,1.68,56.7
Darren Till,Southpaw,,,,None,72.0,185.0,1.83,83.91
Brett Tillis,,0.0,1.0,81.0,SUB Rear Naked Choke,,145.0,,65.77
Ryan Tobar,,,,,None,,155.0,,70.31
Andrew Todhunter,Switch,,,,None,72.0,185.0,1.83,83.91
Dusko Todorovic,Orthodox,1.0,1.75,243.0,KO/TKO Punches,73.0,185.0,1.85,83.91
Hideo Tokoro,Orthodox,1.0,1.9375,204.0,U-DEC,67.0,135.0,1.7,61.23
Anatoly Tokov,,,,,None,70.0,185.0,1.78,83.91
Kazuki Tokudome,Southpaw,0.3333333333333333,2.75,263.0,U-DEC,71.0,155.0,1.8,70.31
Tyler Toner,Orthodox,1.0,2.25,245.0,U-DEC,68.0,145.0,1.73,65.77
James Toney,Orthodox,0.0,1.0,199.0,SUB Arm Triangle,69.0,220.0,1.75,99.79
Masanori Tonooka,Orthodox,0.0,1.0,386.0,SUB Armbar,68.0,185.0,1.73,83.91
Carl Toomey,,0.0,1.0,59.0,SUB Armbar,,,,
Ilia Topuria,Orthodox,,2.2857142857142856,216.0,KO/TKO Punch,67.0,145.0,1.7,65.77
Anthony Torres,Orthodox,1.0,1.0,203.0,KO/TKO Punches,68.0,170.0,1.73,77.11
Miguel Torres,Orthodox,2.0,2.25,235.0,U-DEC,69.0,135.0,1.75,61.23
Ronys Torres,Orthodox,0.0,3.0,300.0,S-DEC,67.0,155.0,1.7,70.31
Haven Torres,,0.0,1.0,179.0,KO/TKO,,125.0,,56.7
Tecia Torres,Orthodox,1.2857142857142858,2.8125,284.0,U-DEC,61.0,115.0,1.55,52.16
Alex Torres,Orthodox,0.0,3.0,300.0,S-DEC,70.0,145.0,1.78,65.77
Abram Torres,,,,,None,70.0,170.0,1.78,77.11
Jose Torres,Orthodox,1.0,1.5,200.0,KO/TKO Punches,64.0,125.0,1.63,56.7
Desmond Torres,Orthodox,0.0,1.0,275.0,KO/TKO Elbows,66.0,135.0,1.68,61.23
Manuel Torres,,,1.0,138.0,KO/TKO Punch,70.0,155.0,1.78,70.31
Salim Touahri,Orthodox,0.0,3.0,300.0,U-DEC,70.0,170.0,1.78,77.11
Dequan Townsend,Orthodox,0.0,2.75,209.0,U-DEC,75.0,205.0,1.91,92.99
Minoru Toyonaga,Southpaw,0.0,1.0,353.0,KO/TKO Punches,71.0,195.0,1.8,88.45
Roberto Traven,Orthodox,1.0,1.0,79.0,SUB Armbar,75.0,227.0,1.91,102.97
Bryan Travers,,0.0,2.0,169.0,SUB Anaconda Choke,,155.0,,70.31
Alexander Trevino,,3.0,2.0,188.0,U-DEC,,170.0,,77.11
Francisco Trevino,Orthodox,0.5,2.3333333333333335,219.0,U-DEC,69.0,155.0,1.75,70.31
Angelo Trevino,Switch,0.0,2.0,162.0,SUB Rear Naked Choke,71.0,170.0,1.8,77.11
Frank Trigg,Southpaw,1.6,1.5384615384615385,217.0,KO/TKO Punches,69.0,170.0,1.75,77.11
Francisco Trinaldo,Southpaw,2.25,2.6153846153846154,258.0,U-DEC,69.0,170.0,1.75,77.11
Damien Trites,,,,,None,71.0,165.0,1.8,74.84
Michael Trizano,Orthodox,1.3333333333333333,2.5714285714285716,241.0,U-DEC,71.0,145.0,1.8,65.77
Antonio Trocoli,Orthodox,0.0,4.0,384.0,KO/TKO Punches,77.0,205.0,1.96,92.99
Tor Troeng,Orthodox,0.3333333333333333,2.5,272.0,U-DEC,74.0,185.0,1.88,83.91
Aaron Trujillo,,,1.0,179.0,KO/TKO,65.0,125.0,1.65,56.7
Reynaldo Trujillo,,,1.0,28.0,KO/TKO,69.0,155.0,1.75,70.31
Abel Trujillo,Orthodox,,,,None,68.0,155.0,1.73,70.31
Arman Tsarukyan,Orthodox,4.5,2.727272727272727,237.0,U-DEC,67.0,155.0,1.7,70.31
Chris Tuchscherer,Orthodox,0.3333333333333333,1.75,153.0,KO/TKO Punch,74.0,258.0,1.88,117.03
Jon Tuck,Orthodox,0.8,2.5555555555555554,252.0,U-DEC,71.0,155.0,1.8,70.31
Gavin Tucker,Southpaw,1.3333333333333333,2.4285714285714284,188.0,U-DEC,66.0,145.0,1.68,65.77
Jumabieke Tuerxun,Orthodox,0.0,2.3333333333333335,235.0,KO/TKO Kick,67.0,135.0,1.7,61.23
Tom Tuggle,Orthodox,0.0,1.0,28.0,SUB Armbar,74.0,250.0,1.88,113.4
Blair Tugman,,,,,None,72.0,135.0,1.83,61.23
Tai Tuivasa,Southpaw,1.1428571428571428,1.7333333333333334,182.0,KO/TKO Punches,74.0,264.0,1.88,119.75
Zubaira Tukhugov,Orthodox,1.6666666666666667,2.875,320.0,S-DEC,68.0,145.0,1.73,65.77
Teila Tuli,Orthodox,0.0,1.0,26.0,KO/TKO Kick,72.0,430.0,1.83,195.04
Albert Tumenov,Orthodox,1.6666666666666667,2.125,218.0,SUB Rear Naked Choke,71.0,170.0,1.8,77.11
Maimaiti Tuohati,,,,,None,,,,
Ricky Turcios,Orthodox,0.6666666666666666,2.8,268.0,S-DEC,69.0,135.0,1.75,61.23
Anton Turkalj,,0.25,2.2,218.0,KO/TKO Punch,76.0,205.0,1.93,92.99
Wellington Turman,Orthodox,0.5,2.3333333333333335,244.0,U-DEC,72.0,185.0,1.83,83.91
Courtney Turner,,0.0,1.0,80.0,SUB Armbar,74.0,170.0,1.88,77.11
Jalin Turner,Southpaw,1.6,1.7692307692307692,206.0,KO/TKO Punches,75.0,155.0,1.91,70.31
Austin Tweedy,Orthodox,0.0,1.0,28.0,KO/TKO Punch,69.0,155.0,1.75,70.31
Marcin Tybura,Orthodox,1.7142857142857142,2.526315789473684,238.0,U-DEC,75.0,249.0,1.91,112.94
Alberto Uda,Orthodox,0.0,1.5,168.0,SUB Guillotine Choke,75.0,185.0,1.91,83.91
Ryuki Ueyama,Southpaw,0.0,2.0,300.0,S-DEC,71.0,180.0,1.8,81.65
Christian Uflacker,,,3.0,300.0,U-DEC,71.0,170.0,1.8,77.11
Andy Uhrich,,,1.0,96.0,SUB Rear Naked Choke,72.0,170.0,1.83,77.11
Tagir Ulanbekov,Southpaw,4.0,2.4,259.0,U-DEC,67.0,125.0,1.7,56.7
Carlos Ulberg,Orthodox,7.0,1.625,168.0,KO/TKO Punches,76.0,205.0,1.93,92.99
Gasan Umalatov,Orthodox,0.3333333333333333,3.0,300.0,U-DEC,71.0,170.0,1.8,77.11
Jeremy Umphries,,,2.0,147.0,SUB Rear Naked Choke,,160.0,,72.57
Zach Underwood,,,3.0,300.0,U-DEC,74.0,185.0,1.88,83.91
Caol Uno,Southpaw,0.625,2.8461538461538463,276.0,U-DEC,67.0,155.0,1.7,70.31
Kengo Ura,,0.0,3.0,31.0,KO/TKO Knee,69.0,165.0,1.75,74.84
Logan Urban,Orthodox,,,,KO/TKO Punches,72.0,170.0,1.83,77.11
Hector Urbina,Orthodox,0.5,1.6666666666666667,192.0,SUB Guillotine Choke,71.0,170.0,1.8,77.11
Elias Urbina,Southpaw,0.0,2.0,167.0,KO/TKO Punch,75.0,185.0,1.91,83.91
Gilbert Urbina,Orthodox,0.5,1.6666666666666667,199.0,KO/TKO Kick,75.0,185.0,1.91,83.91
Nick Urso,Southpaw,,,,None,66.0,125.0,1.68,56.7
Yasuhiro Urushitani,Southpaw,0.0,2.5,155.0,KO/TKO Punch,65.0,125.0,1.65,56.7
Kamaru Usman,Switch,5.0,3.6666666666666665,246.0,U-DEC,72.0,170.0,1.83,77.11
Darren Uyenoyama,Orthodox,1.6666666666666667,2.125,231.0,U-DEC,66.0,125.0,1.68,56.7
Richie Vaculik,Orthodox,,,,None,66.0,125.0,1.68,56.7
Egidijus Valavicius,Orthodox,0.0,1.0,65.0,SUB Guillotine Choke,72.0,200.0,1.83,90.72
Genaro Valdez,Orthodox,0.3333333333333333,2.25,209.0,U-DEC,69.0,155.0,1.75,70.31
Charlie Valencia,Orthodox,1.0,2.0,214.0,U-DEC,63.0,135.0,1.6,61.23
Victor Valenzuela,,0.0,1.0,47.0,SUB Heel Hook,70.0,155.0,1.78,70.31
Timur Valiev,Orthodox,2.0,3.6666666666666665,339.0,U-DEC,66.0,135.0,1.68,61.23
Victor Valimaki,Orthodox,0.0,2.0,202.0,S-DEC,72.0,205.0,1.83,92.99
Andrew Valladerez,,0.0,2.0,119.0,SUB Rear Naked Choke,,135.0,,61.23
Isaac Vallie-Flagg,Orthodox,1.0,3.0,300.0,S-DEC,68.0,155.0,1.73,70.31
Mike van Arsdale,Switch,1.5,2.0,268.0,KO/TKO Punches,74.0,205.0,1.88,92.99
Matt Van Buren,,,,,None,77.0,205.0,1.96,92.99
Brianna Van Buren,Southpaw,1.0,3.0,300.0,U-DEC,60.0,115.0,1.52,52.16
Ron van Clief,Orthodox,0.0,1.0,229.0,SUB Rear Naked Choke,70.0,190.0,1.78,86.18
Lloyd Van Dams,Southpaw,0.0,1.0,219.0,KO/TKO Punches,73.0,240.0,1.85,108.86
Cameron VanCamp,Switch,0.0,1.0,192.0,KO/TKO Punch,74.0,155.0,1.88,70.31
Chad Vance,Orthodox,0.0,1.0,101.0,SUB Rear Naked Choke,72.0,185.0,1.83,83.91
Jared Vanderaa,Orthodox,0.3333333333333333,2.25,259.0,KO/TKO Punches,76.0,265.0,1.93,120.2
Austin Vanderford,Orthodox,,2.0,162.0,SUB Rear Naked Choke,71.0,170.0,1.8,77.11
Lando Vannata,Orthodox,,,,None,69.0,155.0,1.75,70.31
Paige VanZant,Orthodox,1.25,2.5555555555555554,161.0,SUB Armbar,64.0,115.0,1.63,52.16
Paul Varelans,Orthodox,1.0,1.0,288.0,KO/TKO Punches,80.0,300.0,2.03,136.08
Kazula Vargas,Southpaw,0.3333333333333333,2.0,267.0,U-DEC,68.0,155.0,1.73,70.31
Jamie Varner,Orthodox,0.7777777777777778,2.375,218.0,KO/TKO Punches,68.0,155.0,1.73,70.31
Guilherme Vasconcelos,Orthodox,0.0,3.0,300.0,U-DEC,72.0,185.0,1.83,83.91
Linton Vassell,,,,,None,76.0,205.0,1.93,92.99
Billy Vaughan,,0.0,1.0,44.0,SUB Guillotine Choke,66.0,155.0,1.68,70.31
Yuri Vaulin,Southpaw,0.0,2.0,180.0,U-DEC,76.0,197.0,1.93,89.36
Javier Vazquez,Southpaw,1.0,2.5,252.0,S-DEC,67.0,145.0,1.7,65.77
Manny Vazquez,Orthodox,0.0,3.0,300.0,U-DEC,70.0,125.0,1.78,56.7
Matt Veach,Orthodox,0.5,1.6666666666666667,211.0,SUB Guillotine Choke,71.0,155.0,1.8,70.31
Joe Vedepo,Orthodox,0.0,1.0,100.0,SUB Guillotine Choke,72.0,185.0,1.83,83.91
Kelly Velasco,Orthodox,0.0,3.0,300.0,U-DEC,69.0,135.0,1.75,61.23
Cain Velasquez,Orthodox,,,,None,73.0,240.0,1.85,108.86
David Velasquez,Orthodox,0.0,2.0,161.0,KO/TKO Punches,65.0,145.0,1.65,65.77
Bojan Velickovic,Southpaw,0.6666666666666666,3.6,355.0,S-DEC,72.0,170.0,1.83,77.11
Karlos Vemola,Orthodox,0.5,2.1666666666666665,193.0,SUB Rear Naked Choke,72.0,185.0,1.83,83.91
Luigi Vendramini,Orthodox,0.3333333333333333,1.75,179.0,KO/TKO Flying Knee,68.0,155.0,1.73,70.31
Jerrel Venetiaan,Orthodox,1.0,2.5,254.0,S-DEC,73.0,195.0,1.85,88.45
Scott Ventimiglia,,0.0,1.0,206.0,DQ,71.0,185.0,1.8,83.91
Brandon Vera,Orthodox,1.4285714285714286,2.3529411764705883,215.0,U-DEC,75.0,230.0,1.91,104.33
Kerry Vera,Orthodox,,1.0,215.0,KO/TKO Punches,67.0,135.0,1.7,61.23
Marlon Vera,Switch,,,,None,68.0,135.0,1.73,61.23
Ernie Verdicia,Orthodox,0.0,1.0,143.0,SUB Scarf Hold,71.0,199.0,1.8,90.26
Joe Veres,Orthodox,0.0,1.5,23.0,KO/TKO Punches,67.0,155.0,1.7,70.31
Nikolay Veretennikov,Orthodox,0.0,3.0,300.0,U-DEC,73.0,170.0,1.85,77.11
CJ Vergara,Orthodox,1.3333333333333333,2.4285714285714284,249.0,U-DEC,66.0,135.0,1.68,61.23
Renato Verissimo,Orthodox,0.3333333333333333,2.25,242.0,U-DEC,73.0,170.0,1.85,77.11
Bryan Vetell,Southpaw,0.0,1.0,197.0,KO/TKO Punch,75.0,265.0,1.91,120.2
Marvin Vettori,Southpaw,1.8,3.642857142857143,316.0,U-DEC,72.0,205.0,1.83,92.99
Hugo Viana,Orthodox,1.0,2.3333333333333335,272.0,KO/TKO Punches,66.0,135.0,1.68,61.23
Guilherme Viana,,,,,None,76.0,205.0,1.93,92.99
Polyana Viana,Orthodox,0.6666666666666666,1.8,197.0,SUB Armbar,65.0,115.0,1.65,52.16
Vitor Vianna,Orthodox,0.0,1.0,58.0,KO/TKO,,205.0,,92.99
James Vick,Orthodox,,,,None,75.0,155.0,1.91,70.31
Milton Vieira,Orthodox,,,,None,72.0,145.0,1.83,65.77
Reginaldo Vieira,Orthodox,0.5,2.6666666666666665,261.0,U-DEC,67.0,135.0,1.7,61.23
Ketlen Vieira,Orthodox,2.6666666666666665,3.090909090909091,295.0,U-DEC,68.0,135.0,1.73,61.23
Rodolfo Vieira,Orthodox,2.5,2.0,192.0,SUB Arm Triangle,72.0,185.0,1.83,83.91
Steve Vigneault,Orthodox,0.0,1.0,109.0,SUB Guillotine Choke,70.0,185.0,1.78,83.91
Alejandro Villalobos,,,,,None,67.0,145.0,1.7,65.77
DeMarco Villalona,,,,,None,69.0,185.0,1.75,83.91
Gian Villante,Orthodox,,,,None,75.0,230.0,1.91,104.33
Ike Villanueva,Orthodox,0.2,1.5,101.0,KO/TKO Punches,73.0,205.0,1.85,92.99
Ruben Villareal,Orthodox,0.0,1.5,220.0,KO/TKO Kicks,76.0,265.0,1.93,120.2
Armando Villarreal,Southpaw,0.0,1.0,279.0,SUB Armbar,67.0,135.0,1.7,61.23
Pablo Villaseca,,,,,None,67.0,155.0,1.7,70.31
Joey Villasenor,Orthodox,0.6,1.75,170.0,S-DEC,72.0,185.0,1.83,83.91
Danillo Villefort,Orthodox,0.5,2.3333333333333335,250.0,KO/TKO Punches,73.0,185.0,1.85,83.91
Yuri Villefort,Orthodox,0.0,3.0,300.0,S-DEC,72.0,170.0,1.83,77.11
Marcos Vinicius,Orthodox,0.5,2.6666666666666665,110.0,KO/TKO Punch,69.0,125.0,1.75,56.7
Brandon Visher,Orthodox,0.5,1.6666666666666667,247.0,KO/TKO Punches,66.0,135.0,1.68,61.23
Falaniko Vitale,Orthodox,0.6666666666666666,2.0,198.0,KO/TKO Punches,70.0,185.0,1.78,83.91
Cheyanne Vlismas,Switch,1.5,2.6,252.0,U-DEC,63.0,115.0,1.6,52.16
Bobby Voelker,Orthodox,0.8,2.5555555555555554,197.0,U-DEC,72.0,170.0,1.83,77.11
Alexander Volkanovski,Orthodox,4.333333333333333,3.3125,254.0,U-DEC,66.0,145.0,1.68,65.77
Jacob Volkmann,Southpaw,1.5,2.4,258.0,U-DEC,69.0,155.0,1.75,70.31
Alexander Volkov,Orthodox,3.0,2.75,229.0,U-DEC,79.0,250.0,2.01,113.4
Jason Von Flue,Orthodox,0.5,2.1666666666666665,136.0,SUB Von Flue Choke,72.0,170.0,1.83,77.11
Milco Voorn,Orthodox,0.0,1.0,56.0,SUB Arm Triangle,,220.0,,99.79
Mark Vorgeas,,,,,None,70.0,135.0,1.78,61.23
Igor Vovchanchyn,Orthodox,2.25,1.6923076923076923,346.0,U-DEC,68.0,205.0,1.73,92.99
James Wade,,0.0,1.0,246.0,KO/TKO,70.0,205.0,1.78,92.99
Chris Wade,Orthodox,2.5,2.4285714285714284,263.0,U-DEC,70.0,155.0,1.78,70.31
Neil Wain,Orthodox,0.0,1.0,91.0,KO/TKO Punches,70.0,242.0,1.78,109.77
TJ Waldburger,Orthodox,1.0,1.875,183.0,SUB Triangle Choke,71.0,170.0,1.8,77.11
Chase Waldon,Orthodox,0.0,1.0,116.0,KO/TKO Punches,73.0,185.0,1.85,83.91
Andre Walker,Southpaw,0.0,1.0,289.0,KO/TKO Punches,71.0,205.0,1.8,92.99
Herschel Walker,Orthodox,,2.0,165.0,KO/TKO Punches,73.0,215.0,1.85,97.52
Donny Walker,,0.0,2.0,230.0,SUB Rear Naked Choke,69.0,135.0,1.75,61.23
Johnny Walker,Orthodox,1.3333333333333333,1.8571428571428572,196.0,U-DEC,78.0,205.0,1.98,92.99
